,uplift
4196e07a7d,-0.0035929526727246364
7cdcc8c958,0.06518725484279042
f904ac36e7,0.0157057856359194
c67b44a085,-0.07098578300106317
c9e8d0a169,-0.005047899453534788
7dbfe41aa4,0.059827086931581674
66b0b36dea,0.09229689792205598
7fd8b4761f,0.020573439029705543
c0531590c0,0.029966422510982915
8f0e9d9dfe,0.04797377498160249
c00ee8ec6e,0.022969835078238132
510e832e83,0.009469185029204574
2e8663e662,0.06951670822588951
d82b728541,-0.09081094296466452
f9fefccdf5,0.00933888670469496
c6dca04ab5,0.02957070583978383
b29dbe1c04,0.04436168053068135
dcbf420745,-0.02306973209624974
d5c3c356af,0.05385382049810039
0c84d0db8a,-0.006985802168399502
fa187646fb,0.023259097700681686
668859a76e,-0.008597983218185168
957ce6d0f7,0.02956794172486188
bfa4541036,-0.022650967093264862
30909ae7ef,-0.05156572474817156
5eca19ca52,-0.004129738804746763
fb3001a2ce,-0.005109903970283436
bc12485421,0.023289190115553304
7de11413b0,0.042725040607036746
8eda6d349c,0.02806517018755894
959d05cddf,0.05309247375636905
8902b030cf,0.03283542078384771
40fc332f50,0.01714324331050765
6a1eba74ab,0.049750916920331956
1671495119,-0.034419392832140516
ef76d6c166,0.010461507176480311
d50c7c2782,-0.007411044364848962
0273a5bbb6,0.0003919396737537273
c1cfa7cc0f,0.02708889616815391
475eb61767,0.027662160070394792
2146dc091b,-0.00981170763685335
9285580d73,0.02630145294406261
9a415d6c75,0.040437079149118316
fac80aece6,0.04876724667523613
251e91e302,0.005937466979984984
85f9742931,0.046785227846092625
cf548e1cb1,-0.0008328896984445278
c4367a2041,0.030011155394894184
d18e052583,0.08798042942410167
ede60c0ec3,0.00683234904665575
6cd799d4e7,0.04602394294959389
77f6a8e412,0.0034661842304027912
cc257a83fc,0.011112522022119875
b8e3652622,0.041419772628615514
a9402cd051,0.03751425182686341
e26e29a307,0.044178996138084625
3a9a4e21de,-0.08633851475759896
bfe0dee603,0.032274992872305175
69133d33ff,0.0023654090031501873
0865e51e9e,0.028058125606774453
0ebe5ba85e,0.022634538835963225
b3b81bc416,-0.003933445711075845
229b03ef78,0.03855115911240281
7cdf1b4d53,0.013454335940248918
ad42ca150b,0.029142964110650094
d4e15ef2d7,0.03029543353220976
604970cf58,0.029385267812082727
4749994102,0.011938147850213632
7ea8093a6a,0.036511133184720435
6f83ac1573,0.027802909983577484
498ca209a9,0.04530184747685284
6dab004d5c,0.04363110486836419
cdf4ddcfa7,0.019814459995536327
56fde1f1f0,0.00597299851617028
88f5707f3a,0.060657304672334655
e8a2e8a6d9,0.01716154347548371
bce601910c,0.0610850824212944
afbaff3caf,0.044606812229606385
439cd74e2a,-0.01525766921647681
12fd574e97,0.015387347676094065
486f8d8724,0.023409981039017702
19cebb4e1a,0.018980952436339016
e638b4c668,0.014901737441155527
af194a3d74,0.020822768867292507
c82be11f44,0.020395187647422097
decf006c8e,0.01605692856885732
c00abc01d1,0.018402282647572155
5fd875e26a,-0.006359962161912036
085fc1f8bd,0.027759713351498738
b40af687c5,0.056334946393318486
d3ab1e86ba,0.028131911386793385
f9e68186ab,0.01898843928338645
c81419ae4b,0.049750916920331956
3a334dd3db,0.020552820863165677
7ae35c0fd4,0.042892551191002215
adaa9331de,0.01313136647464963
86897d16da,0.010848241906213918
f7a6ee9136,0.02091597268575518
3b98a77ced,0.024686626938627554
8ab34641b0,0.04580841063582375
f42c3a0d30,0.039013752120933054
e60ebb1325,0.04367856213880239
3e1b0fc17f,0.047745065289201416
2a097b8a6b,0.05593370484240656
96a42c059f,0.034909511429544904
bb18e89191,0.04459980690446186
18d6251fbf,-0.03640219479681417
6edbd6a70a,0.02769643243958686
bb4828d158,0.041286259900338074
ae2d1cdadb,0.016376229354206462
007a7d159a,0.023035620205451024
13766eb6f2,0.10158736649446576
fd6c59eaa1,0.007450710541803129
92dcf4b2c8,0.036570167584365265
fd78f05e54,-0.0642877577418941
b64c5221f8,0.02271641139489
b937270b91,0.06196881747713889
13a3abaa03,0.07675000462226811
fbf1350334,-0.017895886456004817
c9b90e0814,-0.010923941830456307
1d8d08a282,0.020881334424867393
3c9a288959,0.03326666534031142
f08504a648,0.04617543193280493
3ad0b08065,0.030917241411278606
08092c1ee2,0.06196881747713889
41abc52d28,0.09851909241993417
bc43fa0938,0.015146767817460494
940f026587,0.02460833732537937
f53b442085,0.10048852293983646
82a8d9901f,0.01963380581019314
8d92d69189,0.04273726342886708
eae8bb9a2f,0.028968159133365257
b35bd1f430,0.03411658940622897
04167f20dd,-0.059680491307356365
ce45e33b4e,0.046013119700666016
36992b958f,0.02305785938986049
5e859e8c47,0.06932172782682677
85627f47f7,0.028672457843294752
971d9ef60d,0.03315346602168767
9b911d2425,0.011299177093185064
057a9c0780,0.053273524168717445
6dff972c17,0.05355135816711676
2b6d9e9679,0.025982960687337964
16d52034f1,0.010461507176480311
b0298ffd5c,0.021811177145529048
1ce9893410,0.018052886612173413
3c7cd3272b,0.03483149187367307
d7df937eae,0.04738645308938649
3199b1b580,0.040183591029163024
747f0bc41d,0.023593644608883912
1d5652c01f,0.05812230253583239
f61734699b,0.060669094309063865
6d98060b39,0.04840424860805825
bfa868b50e,0.04055374734242212
de0bfdcbbf,0.029869381815950447
fda932d090,0.026580373858014816
5cdab585b1,0.024355496590851677
0d751b1d16,0.009256023323087503
401416c4b8,0.008813965196181828
0fb587db42,0.048149916192639086
e6681985b0,-0.010296909930213927
b44d1a7b06,-0.01542522889598097
7b4a03b689,0.07113878370106774
33f972b4c3,0.010021183179737658
a737d2740f,-0.044395068235252855
1ddbdd6e40,0.037263000885669695
b0cd3a71a8,0.034818817648525235
9b36abe009,0.025707872356999895
05d5be80fd,0.03505355159365675
295d93bbe1,0.018036870074004452
f3dc6c20d5,0.0029894022818584
574eedfb59,0.02196790637259738
1cb158f741,0.056880318663169116
b769056755,0.03000454201781544
6a842b2fa2,0.10960999480701583
a5fd1a542a,0.021881028922124734
9fef7d3701,0.011311094172893998
ddd4007c82,0.002997526472662271
fb1f9d8dbb,0.03069887577107
23b63ae661,0.037937692084757724
1853d3ab32,0.03455734638095265
3d72ddf2ff,-0.0045734793901561765
06a9a69ff9,0.06354262744476846
63eaa29814,0.04367856213880239
f984e1e3cb,0.028800774345252744
457131c49b,-0.019862692654604386
79ff11956e,0.0762880026423115
965c375701,-0.0006158233856677353
b701fd66e7,0.02214805747984433
effa4cc15b,0.024116245721219953
b38d0df339,-0.06782473456358079
b26e03be34,0.056475900287934255
056d4cd274,0.04016048665372052
8d9fb828a7,0.02679401186579433
c06568a496,0.002737281606304376
8da0c4cc01,0.025362403816351464
f24fc285c7,0.04243327683832965
1bd8866ea0,0.026303935566707848
820973eb86,0.009278620314118302
fe2998819a,-0.0021354290931682174
2724db461b,0.04562172182346891
a9a326770a,0.02305785938986049
b3e88dc0bb,0.0360627389269621
3a752df278,0.048029435832153355
79d5f0b59d,0.03190207124101507
8279fa0a84,-0.02838436854033155
5fffde953c,-0.016146284613491435
fcc503c0b4,0.03486730065759125
071e875ab7,0.023161495256607822
790877e252,0.009284533445782506
29b80b0dbf,0.029562990536354583
0a7303cc1e,0.01456761904205961
5228860c3d,0.0244255961685661
093025db77,0.04735402615262296
fee7c84dbf,0.03198021322628963
309cb580ae,0.004973252450457877
652a33a1f4,0.043428818762132004
2390a42ce1,0.014316738010072272
d76aab83bc,0.05295640765616394
99b2a837bc,0.036570167584365265
32acaf6113,0.002082382244984471
6abd2b34c4,0.04782230529448883
46ad8cd7e6,-0.0008328896984445278
96abbcdc66,-0.000322475450405979
e1ad4211f0,-0.0982262673090708
c06eda8554,0.015387347676094065
2c5f9b62bb,-0.0025548073138299543
18d64e55bb,0.02460227668082904
6e9bf68969,0.019401420764972088
8926ef0b32,0.04013875599795114
a791247ecd,0.025707872356999895
2ce03be46e,0.012068179254189682
286bc7225f,0.005736462136275877
c92854a3ae,0.03485296276096406
d756fd67e3,0.004648782216393865
91d9ab66c5,0.011988281268430323
de46fedbd7,0.005685785983276015
08a9a0477a,0.03505355159365675
4126d9e54e,-0.004070151464324656
5346988bea,-0.09547154316656481
2404c4025b,0.04552765944667292
6ed7ec9a49,0.0031156153165949885
904a55c8f1,-0.00956698605330858
ccab4ab666,0.040748501774497625
b90ac70260,-0.028384182039021544
a31b4644ae,0.06228565373779449
dcc726263f,0.050756539965518765
e35f99a693,0.022653945608398618
f7644c452b,0.06957269426025958
458f6f3661,0.013695444422379688
7413916584,0.055668111544415755
e79f596b4b,-0.038116840934002694
47b325927c,0.017199985227404402
52d3ea0b03,0.03684026802101803
c3236a7338,0.004686705381294343
28a8cebd14,-0.024929897402852896
f5ffc8fcd1,0.04010571022110443
71711ea2a3,0.014487136065507444
3f91e5503b,0.10843784710355842
648815794a,0.03699647982893506
1d7e63953d,0.03467076064791508
e7b8009659,0.02993023420933094
3923991d39,0.009649373738057965
9355da2c87,0.006009998303736774
eb527483c4,0.1117123567350029
628fb0f767,0.047381752550545
370e1b6067,0.02806517018755894
38eb9b6cce,-0.011560626534230067
2c735c219b,0.046091249452030025
c8f297d1fa,0.018490010533567136
6e45888c94,0.014257483677432958
f6838a93fb,0.02112469406374673
0a4ec8cebc,0.01506176231844869
aa43cf88b8,0.04731128264663309
906ae2f5f0,0.03582659910659336
bd0689c496,0.018174107370386938
828de75874,0.019745874226710702
ba90e0fda6,0.016272810916430402
9257af35b9,0.010211025474616275
b8286c81d7,-0.01690430793576997
7d474df394,0.031134791830453312
254a254582,0.009343355590195501
94782f1b4f,0.016864097980000325
f182f933a8,0.006009998303736774
18325383f9,0.022885867941922267
d39114e49b,0.011065015006521794
e71aca7c6f,0.049750916920331956
215c01e289,0.02434456311434574
eebb6aa2b5,0.03279605238173677
2173b5ccdd,0.017230001178534904
e26f10ed10,0.023048422212390896
9d54d9fad6,0.04789053772521157
bbc0c57677,0.0250503332424189
efd5e1053f,0.019984265508049548
3db877c256,-0.0655367668519155
3b5567c726,0.036570167584365265
7dfd67f80e,-0.09724692692180514
618822c0bc,0.022817606730034856
754d1c417e,0.008104223236306884
da6edc951e,0.015369053261944488
be43aee98a,0.04281207006971288
976f26afc2,0.054489824949496835
c008ff1f61,0.004548123650388147
3fa83179f4,0.0136841515854626
3524021e93,0.028431624933867194
b71d1adfde,0.026056015482748107
bf3ff3bc03,0.02205923156423706
8924c8d3e9,0.034752035626450684
01cd035438,-0.07925840614087265
58c95c33de,0.015621839854088382
fc8cf0cb31,0.03069887577107
bea691f121,0.010689765032625309
c8102a39fb,0.0006872467997901532
7b6d8a7d92,0.05468486585188648
b66d81e4b2,-0.0018438308738363274
11700503b4,0.047324600401480454
c13a0d38bd,0.00780412755387383
fdbfd933c9,0.005172645713151458
0dc8bc4ca1,0.005929568883717207
1a6e8b580e,0.04212902932168572
f9a6fb2a80,-0.07385695441110113
61607ac82c,0.005929568883717207
9321f91091,-0.009512793440715428
b469a83b8c,0.024253479020879487
24fd986851,0.06403333331694272
8b1c54095e,-0.038230860399580735
8f9514a822,0.048145821602559535
c038cbf7fb,0.003975074954951974
6705218a7b,0.010056505869096455
6129d94d19,0.03204160038860049
9776ba6bbf,0.04196717123996041
8151ce8b63,0.019666685154599572
dd562a976a,0.04412922968995503
773c362e67,0.024110457551257514
55a8353c03,0.026796977198923932
529ca810aa,0.03025933147649007
f6d1d40ba3,0.03667242701611895
bc8cb45cc2,0.011199958742801108
581cbbb25c,0.005995585465960018
c127270b08,0.02806517018755894
b58fc0eeb4,0.03546004047398521
e1153aa2c7,0.030783092060797768
523780aa31,0.022817606730034856
07521b2048,0.03935319637306367
52a4f32675,0.03864735736907299
c260792649,0.021943399371222805
240c17d7cc,0.011103083873040598
8986b38da9,0.036312451348939234
dff23587b3,-0.03839066558106724
505e807874,-0.010932464877613846
a818a0bbee,0.07675000462226811
1acd879c87,0.015836330536110665
18a4bcd20d,0.04814877943204299
6fcfaac994,0.03390344824377278
20e1d866be,0.08406412018651677
5aa0da5c6e,0.06360805227718147
dace061df1,0.014257483677432958
a9b2aff4c2,0.036570167584365265
98fca64342,0.02135254711697754
ba93e8bd7a,0.03970460710867607
58aeee1499,0.07553398098250408
e397bbd660,0.02843409069611791
139904f97e,0.0771269884454554
4251d38a30,-0.0033621058410110427
0051ef0744,0.008126180915628778
6a483dd34f,0.019922890588267572
0545543b6e,0.028571696835444693
0bc435dc96,0.0382971298722139
cfeb9c7649,0.03645715715388165
58d75297bc,0.04010571022110443
4385c8f005,-0.10755450501181218
0cc8919727,0.03610418003207161
c0a32009ba,0.011103679848547543
1b9bfac630,0.020539311200474142
f06dfec570,0.0001633075157176922
f3c9f7ff0a,0.02571396947340654
f995cf9228,0.02196790637259738
49333d14c3,0.028430144731631524
33e2302f33,0.014274514864736632
8503ebeed3,0.03702566367355392
b44629b612,0.03287958996303908
973baa7ab6,0.008140917100962985
d09247a4e0,0.02719466879296928
16b7987864,0.02977622144814418
737f3c35ac,0.05008242039907351
3157a40c9f,0.05515435118936307
a0c7446754,0.051257856625133824
edd1c81626,0.04001554856140632
8b28db6ba6,0.020662002725245876
3f8fa73c83,0.03205457204175288
85e803d067,0.004975483409820902
9abc6f7dc2,0.01180453297311812
c48adc372c,0.020539311200474142
f3b5570e45,0.017998535939152016
ecb1a5b524,0.008104223236306884
8e612eb794,-0.0006667385666151437
8f0162cd59,0.04264735739804726
23e9e70044,0.027546450042190584
3dfc14264a,0.019704284677223294
b70e41fa4d,0.04357849206920206
a6a73853c8,0.06256928108279136
21374218cf,0.01499571084354967
af1944bdd1,0.027990021719337066
8e1b235e8e,0.023715545692053586
46b87c71fa,0.00471026840194444
8d6057c803,0.02843409069611791
a9821bb279,0.009278620314118302
bcb4b53460,0.047251602092802214
a0c2c71250,0.01670351541090509
389bcc6e7b,0.008785053747811467
ee25cc0214,0.04020501248278874
ce56a4e12b,0.02040203510347982
012915491e,0.029029798246440808
c02c0ff6ce,0.00167284731733508
810004ff75,-0.02428144704818147
a5e0d123de,0.05518689679797806
2b1aecbbad,0.04904185334035871
118db8e2fb,0.006342219621379153
514f44c221,0.027546450042190584
69551f7684,-0.00885713259776777
6262b23ace,0.05812230253583239
b384b2cf25,0.025707872356999895
b6ac941c6a,0.028809172299634422
2b4000ffde,0.024462058813436327
91504c4db0,0.029189903400333672
b3c36b60c5,0.005895842725733624
921810d7b1,0.01591229686832174
a439a39aad,0.05706002791614839
612e838ee1,0.01744111458601949
f7a30963a1,0.0196613496505903
db86128716,0.04510121999229788
211450db75,-0.00086418206562211
520d306006,-0.005107495253314442
53d583f513,0.046013119700666016
1330ed93c9,0.038160139385723824
dc01b25b2b,-0.0590415530419765
2c22ae297a,0.02473719326499313
bf104f4ff6,0.02096090451018473
963602234a,-0.005292418012156519
f9ec952a41,0.021047725880964263
e0553a7cd8,0.04095422071182753
7f07095bc4,0.0427539955495857
fd1a6b7494,0.06703961783738699
9151eb7016,0.0007856503016109295
6afd41920c,0.0425649214504471
743f7db9b2,0.011476862012081812
2f3cfeb435,0.041264164449165586
5566898254,0.06098858609147895
b8ce53efa7,0.03133203801251905
06540f9303,0.02896260566311004
b45b8b3fb5,0.014546851344985567
addf3f9601,0.027734200191138036
1643b1f80d,0.034224495825679324
98d4028dd0,0.027799584806168065
e7208691f4,0.00808730946709535
6863bc5095,0.06847345036505226
ecdcff2f65,0.010609139938445034
e6b6a584cc,-0.010543615906319359
c2cf21c129,-0.016970789364235905
3ba59fe43f,0.037417602688898266
a4c4704d65,-0.010168126433173663
f470385814,0.04562760272979238
45ad5e11a1,0.06256928108279136
289adf915d,0.011988281268430323
1a4abea5f0,0.00011489417592314144
15fc5b6854,0.055726630818533796
748f7caf6b,0.08544242304873972
783fd4ab64,-0.0005408096443668686
6e2f538524,0.01872576970372497
851889de39,0.01721290761494587
d5b8aff1ad,0.03709690297374263
4fcbf01575,0.05481921081154473
3dbfa3daed,0.03799538835956118
d3fced84f0,0.029588597562279384
d6a11e1d8e,0.056743202657945746
6adb37a5b7,0.039616860851500735
acdab4b2bb,0.04018948497291763
b64b28dc82,0.043066444506715595
1cf2834aef,0.09026435045581427
12ff610de5,0.04794585089208381
4b809ad371,0.03734203826012994
f1531457c7,0.03248553298161605
1343fb1724,0.0792687528752094
04c576a7c6,0.010962577924329309
8411d3e57c,0.03749908625924592
a8e20b5474,0.0029894022818584
c0f05a5286,0.018295876507435582
e53dee87cd,0.05166015769112409
4a341bb28a,0.03430877989117642
6a22aa2444,0.050800886240942034
c40432acd3,0.07537368484325047
9b4fc4458e,-0.010401136789500165
23c0b8412d,0.009828826309606131
37961c80b0,-0.02293961697839364
056dc96669,0.025582680344276243
dd0b6d6a15,0.018502013497232128
83abbba8ab,0.008686193527406294
35e32b203a,0.0866908830059323
ec953febc0,0.037362703834110444
937faa2f59,0.03992535051018764
d6efff81c7,0.03884549538613202
2cd83d0394,0.07056614805641026
2ca7db84aa,-0.044999373608971216
6dafc3bf2a,0.06496916391625163
b2e4900af3,0.007464702241686438
918548d0d2,0.022012794572425776
13329c1d9f,0.030452055416132273
901dac6b67,0.022324063666776195
5bcf4b6786,0.07353593175778894
d93a91b377,0.032442350325671665
03d37fe99e,0.015702177207571277
0d285d7391,0.0683504101516682
05368ed8af,-0.01476266190031228
e1c85267f3,0.07335092851139391
d7cfc6d936,0.055063529112979404
7b4d58a0b5,0.020993931865738613
bae8afe2c5,0.015264088603866077
3e9c746598,0.03443661204580484
94782240cb,0.02943236512639691
d51ad0ece9,0.02652905910211545
f1217c3bd1,0.02314240298061787
443edd2aaa,0.016688294544062954
0ff2d36792,-0.006599892565085863
4186ea02b3,0.0593118394599067
276fa32780,0.07343202111312486
1f126cdded,0.01111355909907119
ec031d7be1,0.026223714455498315
de7447b40d,0.001050348563924719
0e1ab158d8,0.03505355159365675
5789e31b0e,0.002428604132361012
1024604fa6,0.030601876232273173
49ac866621,0.03218074788469927
0cf689fcb0,0.004692973173417547
6dae140df3,0.09522117898386162
fc077e9796,0.052027660944715115
d20fc6adb0,0.026796977198923932
152788c990,0.017068895943675555
a845bcf32c,0.015960552743288114
d08368fa09,-0.05674678937402433
7f70ca4483,-0.01238911651147867
3af60b5fcc,0.0024343400285755656
d720ba3c98,0.01940690990902494
026654893f,0.021274657167083322
cc79cf9d5f,0.08977913074046817
c49db1bb78,0.01761349708326132
da423e51dd,0.08480061494374913
87477b7207,0.05762719667532423
85f6e71d96,0.007687138059464527
6c4ea8342a,0.05410219540893091
5cdaa5c958,0.01664399606422795
7c8001b097,0.03618551547823512
76ce33813c,0.01936465319892844
ed5e7a9a97,-0.0008491876813381261
c56cba8327,-0.007216763736300091
194ecdc6a8,0.03886818647207435
cfcff1a643,0.02460494887277942
6a12363688,0.009827514983971053
eb69e7e604,0.0014608041555166373
9eb6d0dc15,0.013183606332340059
7d8568062a,0.02252933899277121
283e299647,0.09099404596255667
e2caf462fe,-0.02969157808876699
a2d6ccfb74,0.042623748354877034
2f11dca1c6,0.07932157827576292
3c564cf642,0.06600176849844697
bffe57f851,0.018402282647572155
be96a24eae,0.006389050071096136
c3c6b02d7f,0.02157424115588169
550d5db3d6,0.0288801138203153
e2008db8b1,0.013271489157214544
86c923dbb8,0.02698578875993507
c531a50c96,0.021161999216018024
97ea63fee8,0.02140505547653282
b51890080e,0.008256516460103502
399a67e1ca,0.010179136196448502
51012c73de,-0.0635947946143709
cd835eef61,0.0196613496505903
e000ac40f4,0.028968159133365257
3fc4094777,0.038558788309493996
11efa1cc5a,-0.0030089449496389364
960d25894f,0.03022180717970102
c6d1ab340c,0.029646556269713797
beae6cbf8b,0.02643345086013893
7fe39f137d,0.041720195645398805
8fc0201274,0.061293322569577646
974321d7c4,-0.0033326432021260066
6dcf54d6da,0.020433629085069294
4d46069f6a,0.023777647797337598
2ab1d30f30,0.005429886502804626
fd6c1e3c96,0.021326449130259273
3721a73831,0.03250153243313625
54cc0ec042,-0.03782205583289838
8837ca7f69,0.01952420867060345
83547e715b,0.0039049612286883306
5b9cea2f16,0.00046934190651026775
5389ad7b33,0.04790518504760155
e736b8bc87,0.02305785938986049
4ddc019853,0.012225921197862588
be8357817b,0.02384108088050474
f564e2a350,0.05515435118936307
bf54f46836,0.012196106827960684
f608f7c29a,0.006325649265237043
d52a2f1370,0.022385206521144396
54c030c943,0.04023052059182208
d4daeead55,0.020491368315394998
a98bc74027,0.0010151053615314876
428c5c4158,0.012196756961272426
846185c8ab,0.012068179254189682
0e1e992d0c,0.011311094172893998
42baf24795,0.021981802855629506
6c90d4293a,0.045931251197054435
edaa9cb0f8,0.0024720210027424083
d8705de6c6,0.03884549538613202
91d2c6669f,0.012416472974985937
4095f5b0f3,0.02896337676923766
12d1846d68,0.015907538834666002
a8a20ca33e,0.06555833939398548
17c84256c6,0.040482653938689106
e855a33b76,0.027299976989514363
df88fc27e8,0.021882112402856424
72079c97be,0.019418080768609403
44233dada2,0.03886586253535973
cd2cbb1b7a,-0.04495935360575376
21ed788043,0.0472963338734117
26d44faf0a,0.0641982655409048
7fa87e8bc7,-0.00230844663799068
bc4206cd18,-0.019803686246646746
f5944b1426,-0.03895009803743599
9d5a101f1c,0.0161664931729254
7e6749789b,0.05677060820573654
9e9440b61a,0.02475529615853367
9786a8c57c,0.05104486165985289
fb04e0c101,0.036570167584365265
e34a589603,0.025556380085536068
8e83fbef4a,0.007109919672650178
cb33195d42,0.016376229354206462
c21e395a4a,0.017873879637973822
77ae7742e3,0.036980518673681906
83a8477d1e,0.04367856213880239
f9ff3f0b7c,0.047251602092802214
65f4f23c59,-0.009081694132574647
01a4090e56,0.006542437864705097
6986a1a7c9,0.06395525857150008
c5e47c2029,0.058469788705483916
12d0e30df1,0.034870289212480476
00e015b63b,-0.0007367035622762308
982b8e29d1,0.03684026802101803
ba73a98e33,0.029076232356495257
63303da86c,0.011168849579608175
dfe9a60aba,0.04124009690346686
1c405c19c2,0.009823233995353453
26420e2170,0.03821992701360322
1027a71bb0,0.036749578781572145
9d0b61c813,0.018402282647572155
64303df2c7,0.03486267613342997
3917ab7310,0.035382778982158025
31c3f4c815,0.031025088678687363
5a7595e2a5,0.018657805632102287
fc52481624,0.05720332429463881
166f1a616d,0.023321119826065773
8af05c1d4b,0.05750013533044551
9d0006bf08,-0.06815685642637209
e6f57af308,0.08386157332340705
b3f4315f0e,0.03713711861742919
007b4f5d3e,0.06632725959136321
0697f1f827,-0.030546856544769185
4ca700e12e,0.07160346310940646
d2f9fca79a,-0.02230780618629652
42c5e864f5,0.05582430296292362
03a309cd89,0.04531532458517984
1628993371,0.011849676611949134
8528d8d4a5,0.020610115632319848
18778af5b3,0.043128903395142526
2fcdace59a,0.06961858501880858
83bc355201,0.047324600401480454
7b9a3bc6a8,0.020013546419001216
29b14c8a5a,0.019535710773441517
0636e6bdc5,0.02635444902459383
07ec79c0fe,0.008140917100962985
05d4e27533,-0.024929897402852896
d3c765b472,0.026660295858911387
96b4026df3,-0.004600404510468836
2580e30311,-0.014733102612412452
11f7f858cf,0.002972384009829687
bda5159a94,0.028886343920858426
3e41356e9a,0.012902875871552144
55e6f2a136,-0.010549246422266068
af678179a7,0.06484591996453948
951f2aa02a,0.02297402306676133
6f82b00e7c,0.02140505547653282
f34dfdaacd,0.015057518120636049
b5f12d8ddb,0.043883637147821064
242990478e,0.057781113777994664
5f7d756b90,0.01709379130767441
956d0e2576,-0.0198871894944449
73bf827e32,-0.1436284974253884
ee7fbdc6d0,0.052312606504632875
fc42c322e5,0.026627493202222796
93c19f7cb3,0.011299177093185064
2420ea925c,0.040210725510614886
88ec3d6f4a,0.029580320216285982
2806950f08,0.016647019297109045
717af162cd,0.03022180717970102
ac30a7704a,0.05842938784662566
8dcc5a9498,-0.01776361616767841
99ff25443a,0.03516196184385656
d9db88f8f6,0.02408838262915991
38b23acbb5,0.09204524883703236
00eab57f0f,0.040297842006624895
8969c10529,-0.004960724914045533
51f661b61e,0.03370360788677995
234dd62576,0.026837392814089478
0d951755c2,0.012617321093944533
3983a511dc,0.07333280147875121
2f3b919a79,0.08410648703267554
b0153d185f,0.03839968493394064
23c11d89bd,0.01697345868580946
438a75ffd5,0.07205773985700192
1cff44ca5e,0.12918601362172832
835f0522c3,0.01394891832505707
1dbbf5b458,0.03970890007504091
09f94d3977,0.03397922195885539
03b43aab6f,0.05742075544134306
789ab64cfc,0.06961858501880858
035e320d84,0.012868982005795171
a105f626f7,0.07738410191880563
92bfdcad21,0.019144991299125724
4ad68c0727,0.006240371411333823
f18eb1c330,0.019922890588267572
daa160cb68,0.011065015006521794
7d678d02e8,0.018458365361737283
4ef63d36ad,0.048768534610155734
c7823fbdc8,0.03566526709958162
897de1f72e,0.01841156312015435
092a04ac00,-0.06569454440304162
d0457e595b,-0.008531622522379378
247642036f,0.026891390604017684
31e24423fd,0.044657111167540564
e9ea97c9b1,0.010753520220380675
3d81dc01fb,0.02003144261830614
e36c9e83e9,0.07150431652579758
9ec21735b0,0.05506751050675085
70923fa270,-0.006935222935321117
59823ec2da,0.07040119030421121
7a9ed570ad,0.018769871030136387
d8f67957ee,0.048029435832153355
78d9194e9f,0.06547653419351396
0560d06445,-0.019748635593525854
b7e4b1c787,0.011340585932556158
6bc7bf6c04,0.0381107982916592
815cb89ecd,0.01731808263494039
71e40bb41f,0.01341179674074311
a1f14f67a1,0.06159950665375202
351c73a294,0.02638342489833534
9e34b2c4a4,0.030908088295493186
cd6ebd3e29,0.03045374429001768
e88e272ee1,0.022083877072836544
6d03ef72d0,0.04868025368848672
3238581366,0.040823887401815195
cb38dc0599,0.0169256554771523
e53941b8b0,0.015443347250693407
86c03db41a,0.02617739094894722
24b8d8d214,0.028335500839619554
628a0b4bf2,0.03629510900303756
55d19af239,0.03765511056303539
c8ba46ab1f,0.055668111544415755
5e230b1a43,0.03159505012762631
d8c4cccd01,0.011342040129679654
